ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;TYPE_LISTE;GROUPE_GRAND_PUBLIC
"55";"3318";"3318";"Rissa tridactyla";"(Linnaeus, 1758)";"Mouette tridactyle";"";"ES";"Laridae";"";"";"NA";"b";"";"2012";"LC";"VU";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"442330";"442330";"Rynchops niger";"Linnaeus, 1758";"Bec-en-ciseaux noir";"";"ES";"Laridae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"627457";"627457";"Setophaga cerulea";"(Wilson, 1810)";"Paruline azurée";"";"ES";"Parulidae";"";"";"NA";"b";"";"2012";"VU";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"627662";"627662";"Setophaga dominica";"(Linnaeus, 1766)";"Paruline à gorge jaune";"";"ES";"Parulidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"627663";"627663";"Setophaga fusca";"(Statius Müller, 1776)";"Paruline à gorge orangée";"";"ES";"Parulidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"627665";"627665";"Setophaga palmarum";"(Gmelin, 1789)";"Paruline à couronne rousse";"";"ES";"Parulidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"627667";"627667";"Setophaga pensylvanica";"(Linnaeus, 1766)";"Paruline à flancs marron";"";"ES";"Parulidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"627669";"627669";"Setophaga pinus";"(A. Wilson, 1811)";"Paruline des pins";"";"ES";"Parulidae";"";"";"NA";"b";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"627673";"627673";"Setophaga virens";"(Gmelin, 1789)";"Paruline à gorge noire";"";"ES";"Parulidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"442358";"442358";"Sicalis luteola";"(Sparrman, 1789)";"Sicale des savanes";"";"ES";"Thraupidae";"";"";"NA";"a";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"55";"199403";"199403";"Sphyrapicus varius";"(Linnaeus, 1766)";"Pic maculé";"";"ES";"Picidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"199530";"199530";"Spiza americana";"(Gmelin, 1789)";"Dickcissel d'Amérique";"";"ES";"Cardinalidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"442375";"442375";"Stelgidopteryx serripennis";"(Audubon, 1838)";"Hirondelle à ailes hérissées";"";"ES";"Hirundinidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"442378";"442378";"Stercorarius maccormicki";"Saunders, 1893";"Labbe de McCormick";"";"ES";"Stercorariidae";"";"";"NA";"b";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"199377";"199377";"Sterna forsteri";"Nuttall, 1834";"Sterne de Forster";"";"ES";"Laridae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"3429";"3429";"Streptopelia decaocto";"(Frivaldszky, 1838)";"Tourterelle turque";"";"ES";"Columbidae";"";"";"NA";"a";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"55";"442388";"442388";"Streptoprocne zonaris";"(Shaw, 1796)";"Martinet à collier";"";"ES";"Apodidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"199451";"199451";"Tachycineta bicolor";"(Vieillot, 1807)";"Hirondelle bicolore";"";"ES";"Hirundinidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"3561";"3561";"Tachymarptis melba";"(Linnaeus, 1758)";"Martinet à ventre blanc";"";"ES";"Apodidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"2584";"2584";"Tringa erythropus";"(Pallas, 1764)";"Chevalier arlequin";"";"ES";"Scolopacidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"2607";"2607";"Tringa glareola";"Linnaeus, 1758";"Chevalier sylvain";"";"ES";"Scolopacidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"442495";"442495";"Tyrannus savana";"Daudin, 1802";"Tyran des savanes";"";"ES";"Tyrannidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"3482";"3482";"Tyto alba";"(Scopoli, 1769)";"Chouette effraie";"";"ES";"Tytonidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"626218";"626218";"Vermivora cyanoptera";"(Olson & Reveal, 2009)";"Paruline à ailes bleues";"";"ES";"Parulidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"442514";"442514";"Vireo flavifrons";"Vieillot, 1808";"Viréo à gorge jaune";"";"ES";"Vireonidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"4560";"4560";"Vireo olivaceus";"(Linnaeus, 1766)";"Viréo à œil rouge";"";"ES";"Vireonidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"199391";"199391";"Zenaida macroura";"(Linnaeus, 1758)";"Tourterelle triste";"";"ES";"Columbidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
